numero_notificacion;fecha;codigo_predio;nombre_predio;zona;sirex;Sigla;unidad_operativa;intervencion;rut_emsefor;nombre_emsefor;Numero_Acta;rut_jfaena;nombre_jfaena;especie;Producto;producto_sap;largo;corteza;estado_madera;codigo_destino;descripcion_destino;banda_diametrica;Tipo_Producto;Condicion_Producto;Trozos;Metro_Ruma;Factor;m3ssc;ID_FSC;DESCRIP_FSC;ID_CERTFOR;DESCRIP_CERTFOR
829923;2026-06-01T00:08:38;30688;CUFEO H-166;FS01;no;TSA1;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2076836;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;44-66;ASERRABLE;Normal;12;;0.315;3.78;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829923;2026-06-01T00:08:38;30688;CUFEO H-166;FS01;no;TSA1;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2076836;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;5.533;1.267;7.01;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829923;2026-06-01T00:08:38;30688;CUFEO H-166;FS01;no;TSA1;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2076836;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;36-42;ASERRABLE;Normal;36;;0.391;14.076;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829923;2026-06-01T00:08:38;30688;CUFEO H-166;FS01;no;TSA1;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2076836;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;16-34;ASERRABLE;Normal;521;;0.277;144.317;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829923;2026-06-01T00:08:38;30688;CUFEO H-166;FS01;no;TSA1;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2076836;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;36.516;1.543;56.344;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829924;2026-06-01T00:08:50;31265;LA AURORA 6;FS01;no;TSA2;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2077128;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;44-70;ASERRABLE;Normal;30;;0.497;14.91;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829924;2026-06-01T00:08:50;31265;LA AURORA 6;FS01;no;TSA2;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2077128;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0265URZPLSD;PIRA-PULP-COS-CS;2.65;CS;Fresca;S031;CN C LA ROTONDA;;PULPABLE;Normal;;1.901;1.596;3.034;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829924;2026-06-01T00:08:50;31265;LA AURORA 6;FS01;no;TSA2;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2077128;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;9.836;1.267;12.462;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829924;2026-06-01T00:08:50;31265;LA AURORA 6;FS01;no;TSA2;COSECHA;COSECHA;77536620-6;FORESTAL SAN AGUSTIN LTDA.;2077128;77536620-6;SAN AGUSTIN FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;22-42;ASERRABLE;Normal;41;;0.368;15.088;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829925;2026-06-01T00:09:33;30764;BOLDOS P-58 ,LOS;FS01;si;PCNY3;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077361;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;26-70;PODADO;Normal;119;;0.422;50.218;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829925;2026-06-01T00:09:33;30764;BOLDOS P-58 ,LOS;FS01;si;PCNY3;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077361;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;40-70;ASERRABLE;Normal;109;;0.459;50.031;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829925;2026-06-01T00:09:33;30764;BOLDOS P-58 ,LOS;FS01;si;PCNY3;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077361;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;36-42;ASERRABLE;Normal;93;;0.319;29.667;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829925;2026-06-01T00:09:33;30764;BOLDOS P-58 ,LOS;FS01;si;PCNY3;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077361;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;16-34;ASERRABLE;Normal;776;;0.18;139.68;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829925;2026-06-01T00:09:33;30764;BOLDOS P-58 ,LOS;FS01;si;PCNY3;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077361;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;59.959;1.543;92.517;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829926;2026-06-01T00:12:34;10218;EL MAITEN - S;FC00;no;SOL11;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077834;76489220-8;MOLINO EL SOL LTDA SERVICIOS;EUGL;E0300UGCPLVA;EUGL-PULP-COS-CC;3;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;28.644;1.24;35.51856;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829926;2026-06-01T00:12:34;10218;EL MAITEN - S;FC00;no;SOL11;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077834;76489220-8;MOLINO EL SOL LTDA SERVICIOS;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;66.351;1.323;87.782373;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829926;2026-06-01T00:12:34;10218;EL MAITEN - S;FC00;no;SOL11;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077834;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0350URCPLLF;PIRA-PULP-COS-CC;3.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;No Rodalizado;0;0;1.596;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829926;2026-06-01T00:12:34;10218;EL MAITEN - S;FC00;no;SOL11;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077834;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0375RRCCAL1;PIRA-ASER-COS-CC;3.65;CC;Fresca;N051;CN LOG NVA ALDEA;16-34;ASERRABLE;No Rodalizado;0;0;0.221;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829927;2026-06-01T00:13:07;31066;LOS BOLDOS P-59 LOTE-A;FS01;si;PCNY5;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077365;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;26-70;PODADO;Normal;53;;0.455;24.115;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829927;2026-06-01T00:13:07;31066;LOS BOLDOS P-59 LOTE-A;FS01;si;PCNY5;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077365;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;40-70;ASERRABLE;Normal;117;;0.565;66.105;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829927;2026-06-01T00:13:07;31066;LOS BOLDOS P-59 LOTE-A;FS01;si;PCNY5;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077365;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;36-42;ASERRABLE;Normal;383;;0.352;134.816;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829927;2026-06-01T00:13:07;31066;LOS BOLDOS P-59 LOTE-A;FS01;si;PCNY5;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077365;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;16-34;ASERRABLE;Normal;880;;0.205;180.4;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829927;2026-06-01T00:13:07;31066;LOS BOLDOS P-59 LOTE-A;FS01;si;PCNY5;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077365;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;30.656;1.543;47.302;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829928;2026-06-01T00:14:46;20347;QUIDICO P-13p;BC01;si;S45;COSECHA;COSECHA;78502040-5;FORESTAL ANTILEMU LTDA.;2077542;78502040-5;ANTILEMU LTDA. FORESTAL;EUNI;E0550UNCPLLF;EUNI-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;196.107;1.46;286.316;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829928;2026-06-01T00:14:46;20347;QUIDICO P-13p;BC01;si;S45;COSECHA;COSECHA;78502040-5;FORESTAL ANTILEMU LTDA.;2077542;78502040-5;ANTILEMU LTDA. FORESTAL;PIRA;P0400URCPLLF;PIRA-PULP-COS-CC;4;CC;Fresca;C020;CP ARAUCO;;PULPABLE;No Rodalizado;;;1.498;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829929;2026-06-01T00:15:14;31795;MONTE REDONDO;FS01;si;SOL6;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2078015;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;26-70;PODADO;Normal;64;;0.315;20.16;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829929;2026-06-01T00:15:14;31795;MONTE REDONDO;FS01;si;SOL6;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2078015;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;44-70;ASERRABLE;Normal;12;;0.315;3.78;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829929;2026-06-01T00:15:14;31795;MONTE REDONDO;FS01;si;SOL6;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2078015;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;36-42;ASERRABLE;Normal;8;;0.24;1.92;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829929;2026-06-01T00:15:14;31795;MONTE REDONDO;FS01;si;SOL6;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2078015;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;16-34;ASERRABLE;Normal;677;;0.265;179.405;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829929;2026-06-01T00:15:14;31795;MONTE REDONDO;FS01;si;SOL6;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2078015;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;207.693;1.543;320.47;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829930;2026-06-01T00:10:28;30127;RINGAN CHICO;FS01;no;CIMA7;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077744;96567940-5;CIMA FORESTAL;PIRA;P0265PRZCAL1;PIRA-PODA-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;PODADO;Normal;166;;0.41;68.06;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829930;2026-06-01T00:10:28;30127;RINGAN CHICO;FS01;no;CIMA7;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077744;96567940-5;CIMA FORESTAL;PIRA;P0265RRZCAL1;PIRA-ASER-COS-CS;2.6;CS;Fresca;N051;CN LOG NVA ALDEA;;ASERRABLE;Normal;73;;0.431;31.463;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829930;2026-06-01T00:10:28;30127;RINGAN CHICO;FS01;no;CIMA7;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077744;96567940-5;CIMA FORESTAL;PIRA;P0300URZPLVA;PIRA-PULP-COS-CS;3;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;6.354;1.267;8.05;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829930;2026-06-01T00:10:28;30127;RINGAN CHICO;FS01;no;CIMA7;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077744;96567940-5;CIMA FORESTAL;PIRA;P0410RRZCAL1;PIRA-ASER-COS-CS;4;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;133;;0.365;48.545;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829930;2026-06-01T00:10:28;30127;RINGAN CHICO;FS01;no;CIMA7;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077744;96567940-5;CIMA FORESTAL;PIRA;P0460RRZCAL1;PIRA-ASER-COS-CS;4.5;CS;Fresca;S012;CN VALDIVIA;;ASERRABLE;Normal;527;;0.236;124.372;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829930;2026-06-01T00:10:28;30127;RINGAN CHICO;FS01;no;CIMA7;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077744;96567940-5;CIMA FORESTAL;PIRA;P0550URZPLLF;PIRA-PULP-COS-CS;5.5;CS;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;25.01;1.543;38.59;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829931;2026-06-01T00:13:12;10082;EL BAUL;FT01;no;CIMA3;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077393;96567940-5;CIMA FORESTAL;EUNI;E0244UNCPLLF;EUNI-PULP-COS-CC;2.44;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;1.334;1.499;2;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829931;2026-06-01T00:13:12;10082;EL BAUL;FT01;no;CIMA3;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2077393;96567940-5;CIMA FORESTAL;EUNI;E0550UNCPLLF;EUNI-PULP-COS-CC;5.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;100;1.46;146;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829933;2026-06-01T00:17:17;20566;NOTROS LOS;BC01;no;CIMA45;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2076357;96567940-5;CIMA FORESTAL;EUNI;E0550UNCPLLF;EUNI-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;96.575;1.46;141;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829933;2026-06-01T00:17:17;20566;NOTROS LOS;BC01;no;CIMA45;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2076357;96567940-5;CIMA FORESTAL;PIRA;P0400URCPLLF;PIRA-PULP-COS-CC;4;CC;Fresca;C020;CP ARAUCO;;PULPABLE;No Rodalizado;;8.678;1.498;13;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829934;2026-06-01T00:28:25;20057;CURIHUILLIN SUR;BC01;no;CIMA49;COSECHA;COSECHA;96567940-5;FORESTAL ARAUCO;2078063;96567940-5;CIMA FORESTAL;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;140.411;1.46;205;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829935;2026-06-01T00:22:14;10608;POLHUIN;FT01;si;T125;COSECHA;COSECHA;79662560-0;FORESTAL MILLALEMU Y CIA.LTDA.;2077509;79662560-0;MILLALEMU Y CIA.LTDA. FORESTAL MILLALEMU;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;171.762;1.46;250.77252;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0265LRCCAL1;PIRA-PODA-COS-CC;2.6;CC;Quemada;N051;CN LOG NVA ALDEA;26-70;PODADO;Normal;38;;0.341;12.958;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0265MRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Quemada;N051;CN LOG NVA ALDEA;36-66;ASERRABLE;Normal;145;;0.35;50.75;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0265PRCCAL1;PIRA-PODA-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;26-70;PODADO;Normal;13;;0.341;4.433;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0265RRCCAL1;PIRA-ASER-COS-CC;2.6;CC;Fresca;N051;CN LOG NVA ALDEA;36-66;ASERRABLE;Normal;25;;0.35;8.75;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0350URCPLLF;PIRA-PULP-COS-CC;3.5;CC;Fresca;N011;PTA NVA ALDEA;;PULPABLE;Normal;;17.873;1.596;28.525308;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0375MRCCAL1;PIRA-ASER-COS-CC;3.65;CC;Quemada;N051;CN LOG NVA ALDEA;16-34;ASERRABLE;Normal;158;;0.232;36.656;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0375RRCCAL1;PIRA-ASER-COS-CC;3.65;CC;Fresca;N051;CN LOG NVA ALDEA;16-34;ASERRABLE;Normal;48;;0.232;11.136;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829936;2026-06-01T00:25:39;80084;MIRAFLORES Y OTROS;FC00;no;SOL4;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077013;76489220-8;MOLINO EL SOL LTDA SERVICIOS;PIRA;P0400NRCPLLF;PIRA-PULP-COS-CC;4;CC;Quemada;N014;CP TRUPAN;;PULPABLE;Normal;;19.82;1.543;30.58226;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829937;2026-06-01T00:26:04;30659;PAULINA,SANTA;FS01;si;SOL5;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077751;76489220-8;MOLINO EL SOL LTDA SERVICIOS;EUNI;E0350UNCPLSD;EUNI-PULP-COS-CC;3.5;CC;Fresca;S010;CP VALDIVIA;;PULPABLE;Normal;;33.279;1.512;50.318;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829937;2026-06-01T00:26:04;30659;PAULINA,SANTA;FS01;si;SOL5;COSECHA;COSECHA;76489220-8;SERVICIOS MOLINO EL SOL LTDA;2077751;76489220-8;MOLINO EL SOL LTDA SERVICIOS;EUNI;E0600UNC15MA;EUNI-PULP-COS-CC;6;CC;Fresca;S010;CP VALDIVIA;;PULPABLE;Normal;;267.442;1.46;390.465;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829938;2026-06-01T00:27:55;30890;QUEMAS LB-1 ,LAS;FS01;no;NEG2;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2078200;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;EUNI;E0600UNC15MA;EUNI-PULP-COS-CC;6;CC;Fresca;S010;CP VALDIVIA;;PULPABLE;Normal;;386.066;1.46;563.656;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829939;2026-06-01T00:29:33;20995;CARAMAVIDA 2 (EPUMALLIN);BC01;si;Y551;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077797;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;EUGL;E0400UGCPLLF;EUGL-PULP-COS-CC;4;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;;1.46;0;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829939;2026-06-01T00:29:33;20995;CARAMAVIDA 2 (EPUMALLIN);BC01;si;Y551;COSECHA;COSECHA;77224300-6;SOC. DE SERVICIOS FORESTALES NYLYUMAR LTDA.;2077797;77224300-6;NYLYUMAR LTDA. SOC. DE SERV. FORESTALES;EUGL;E0550UGCPLLF;EUGL-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;61.988;1.46;90.502;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
829940;2026-06-01T00:30:46;80115;CARTAGO FBB;FC00;no;HT43;COSECHA;COSECHA;77141170-3;FORESTAL RIO VERDE LTDA.;2077882;77141170-3;RIO VERDE LTDA. FORESTAL;EUNI;E0550UNCPLLF;EUNI-PULP-COS-CC;5.5;CC;Fresca;C183;CP MAPA;;PULPABLE;Normal;;621.68;1.323;822.48264;1;FSC 100%-SA-FM/COC-004173;1;100% CERTIFICADO CERTFOR-CL21/819943415
